150
10
1000	500	0	1000	4321.000000	2824.000000
7	5	0	6	1622.000000	6318.000000
7	2	4	4	5668.000000	3576.000000
7	2	2	7	6772.000000	1173.000000
10	0	2	5	3676.000000	284.000000
6	0	5	6	132.000000	7014.000000
7	7	7	7	5673.000000	3901.000000
6	6	2	2	8121.000000	1205.000000
6	2	5	5	2673.000000	102.000000
8	8	5	7	99.000000	5221.000000
6	1	2	4	6473.000000	4024.000000
9	8	1	5	9321.000000	8250.000000
7	6	3	4	8431.000000	1193.000000
10	7	10	10	162.000000	2762.000000
10	6	1	4	276.000000	8781.000000
8	1	4	5	3599.000000	4535.000000
10	1	7	7	8558.000000	6791.000000
10	3	10	10	66.000000	1995.000000
6	4	4	6	4747.000000	3093.000000
6	2	1	3	9941.000000	157.000000
10	5	4	7	1356.000000	1093.000000
10	1	3	10	9088.000000	9967.000000
7	0	4	6	6306.000000	8404.000000
10	6	4	4	9298.000000	3006.000000
10	6	8	9	113.000000	3383.000000
8	2	8	8	9363.000000	4519.000000
8	4	6	7	8827.000000	4719.000000
10	8	6	6	6999.000000	2340.000000
9	0	8	8	5543.000000	515.000000
10	1	3	8	5273.000000	4925.000000
8	4	3	8	1308.000000	1829.000000
8	7	1	5	4383.000000	1369.000000
10	10	3	8	2098.000000	4344.000000
9	2	5	6	8381.000000	6831.000000
10	6	4	10	1344.000000	5067.000000
10	1	8	8	1110.000000	4555.000000
10	0	1	5	7962.000000	7926.000000
8	1	2	7	7116.000000	4908.000000
9	0	4	8	2692.000000	2603.000000
6	6	4	6	7746.000000	7324.000000
8	6	6	6	6365.000000	2204.000000
10	3	1	1	5022.000000	4927.000000
7	4	1	5	5234.000000	452.000000
8	1	1	5	9030.000000	6027.000000
7	3	5	7	2067.000000	1049.000000
7	0	5	6	7991.000000	8426.000000
9	8	0	6	8614.000000	730.000000
9	0	3	4	7418.000000	3495.000000
7	4	4	6	221.000000	7189.000000
10	10	0	10	9638.000000	9150.000000
6	1	0	6	4212.000000	2083.000000
8	5	0	7	7952.000000	6778.000000
6	1	2	3	6157.000000	5441.000000
10	3	9	10	9493.000000	3147.000000
6	2	6	6	5275.000000	3366.000000
8	8	2	6	6581.000000	9179.000000
8	4	1	8	3498.000000	8544.000000
9	4	9	9	1040.000000	9991.000000
7	6	6	6	486.000000	9509.000000
6	6	1	2	7694.000000	6192.000000
6	0	1	3	4905.000000	1343.000000
7	0	4	5	6389.000000	1705.000000
9	2	0	0	2291.000000	6141.000000
8	3	4	7	4044.000000	1257.000000
10	3	10	10	9026.000000	3106.000000
9	0	1	6	4214.000000	480.000000
10	3	3	10	4183.000000	889.000000
7	0	2	3	117.000000	9883.000000
8	3	8	8	8783.000000	3313.000000
9	9	5	7	7091.000000	3024.000000
10	1	9	9	5516.000000	1727.000000
7	1	4	6	6428.000000	1475.000000
9	9	0	5	3756.000000	7691.000000
9	4	1	7	9739.000000	1991.000000
7	5	7	7	401.000000	2627.000000
7	2	5	5	1722.000000	3777.000000
9	7	8	8	2832.000000	492.000000
8	8	0	8	4138.000000	4710.000000
9	4	7	9	5171.000000	3938.000000
7	3	0	4	3112.000000	2885.000000
8	6	5	5	3072.000000	7659.000000
7	2	6	6	2555.000000	1093.000000
8	5	5	5	7586.000000	3456.000000
8	4	4	7	3711.000000	3754.000000
8	6	4	6	3319.000000	7293.000000
7	0	5	7	6379.000000	8852.000000
8	3	4	4	8672.000000	2879.000000
8	1	7	8	3304.000000	5003.000000
8	2	7	8	2963.000000	1011.000000
9	3	8	9	5215.000000	1948.000000
9	5	4	8	1819.000000	245.000000
10	8	1	5	1824.000000	3138.000000
7	5	2	3	9269.000000	902.000000
10	5	8	8	7742.000000	8884.000000
9	4	1	9	9402.000000	9694.000000
8	6	8	8	7159.000000	3433.000000
10	3	10	10	6037.000000	2485.000000
7	7	3	5	8999.000000	1050.000000
9	3	5	5	9010.000000	389.000000
10	6	7	7	5755.000000	6160.000000
9	6	3	6	1887.000000	3677.000000
10	1	7	7	3893.000000	3678.000000
9	6	6	8	2723.000000	7242.000000
6	2	4	6	6263.000000	2904.000000
7	5	6	6	5408.000000	7651.000000
10	8	0	8	8222.000000	7911.000000
6	2	2	2	2603.000000	8668.000000
7	4	4	6	5159.000000	8221.000000
10	1	3	10	568.000000	9997.000000
6	2	2	6	3771.000000	1645.000000
10	7	7	9	5390.000000	377.000000
7	2	1	3	2403.000000	4133.000000
7	4	3	6	1764.000000	7004.000000
10	7	2	6	9653.000000	859.000000
6	0	5	5	9594.000000	7516.000000
9	7	0	8	3545.000000	2754.000000
8	8	3	3	6781.000000	9307.000000
9	3	5	5	1770.000000	2057.000000
6	1	6	6	501.000000	1101.000000
10	1	2	10	9752.000000	678.000000
8	1	0	8	4493.000000	65.000000
9	6	5	9	1284.000000	1137.000000
8	8	5	5	4407.000000	2183.000000
8	6	1	2	5339.000000	5324.000000
10	7	1	7	9433.000000	4036.000000
9	3	0	3	9925.000000	4680.000000
8	0	8	8	9037.000000	9890.000000
7	4	1	2	9814.000000	279.000000
8	0	2	2	5978.000000	9475.000000
6	0	3	6	1755.000000	9764.000000
7	4	3	4	8738.000000	2061.000000
7	7	0	2	5302.000000	6013.000000
9	6	5	7	2169.000000	9867.000000
8	7	3	4	2212.000000	40.000000
8	5	4	6	2038.000000	1497.000000
9	9	6	8	2962.000000	1709.000000
6	5	6	6	1025.000000	6789.000000
7	4	1	7	3588.000000	1623.000000
6	0	2	6	7142.000000	9250.000000
9	0	7	8	718.000000	4164.000000
10	9	1	4	1499.000000	2594.000000
8	7	0	4	1204.000000	2879.000000
9	5	2	5	5562.000000	4585.000000
8	5	0	2	9569.000000	579.000000
6	1	1	4	4571.000000	3171.000000
8	0	8	8	5377.000000	4040.000000
8	2	8	8	4102.000000	946.000000
6	4	1	3	8458.000000	1828.000000
10	2	9	9	9628.000000	3288.000000
8	2	1	1	5784.000000	9655.000000
9	3	4	6	6683.000000	8575.000000
10000 9 4 6 6 12 4 9 7 10 5 15 9 9 15 4 12 9 2 13 7 18 12 10 9 11 10 6 6 5 7 3 6 12 8 8 13 7 4 12 5 5 6 12 6 14 10 7 12 17 2 11 7 11 3 14 12 16 16 10 4 5 8 4 10 5 4 17 9 6 4 6 10 11 8 6 6 4 3 3 10 5 7 3 10 13 9 5 5 3 8 6 11 14 18 6 4 11 11 8 6 2 10 4 10 13 13 11 17 3 6 5 10 12 15 2 14 6 9 12 6 7 2 6 11 12 17 13 14 15 9 7 15 7 6 4 11 3 15 8 6 7 5 12 1 4 4 9 11 14 13 
9 10000 10 15 13 4 10 17 13 4 11 16 18 8 6 6 14 10 9 21 11 17 11 17 7 16 15 14 15 8 9 12 5 14 3 4 14 12 8 13 13 8 14 15 11 14 18 13 4 18 10 13 10 17 10 12 6 8 7 13 12 14 2 12 17 13 13 8 16 13 13 14 6 19 8 6 12 6 9 8 4 11 14 7 4 11 16 5 11 12 13 7 19 14 17 13 12 19 19 9 6 7 3 12 9 14 6 9 8 11 15 5 2 20 17 9 12 9 11 20 14 11 10 8 17 17 17 21 11 7 17 8 8 13 10 10 2 11 13 5 8 7 9 20 9 9 12 17 18 11 12 
4 10 10000 6 8 14 1 7 10 12 2 12 8 12 15 5 9 12 3 11 10 15 10 8 12 8 7 4 7 3 10 6 8 9 10 10 10 4 7 9 4 3 7 9 9 11 9 4 14 14 5 8 4 8 1 12 11 16 16 7 5 5 9 6 7 7 7 17 7 4 4 5 10 9 11 8 9 4 2 6 10 8 4 4 9 11 7 6 8 4 11 8 9 12 15 3 3 9 10 6 8 4 10 2 9 11 12 10 17 6 7 7 11 10 12 5 12 9 12 11 8 11 4 4 8 9 15 11 12 15 7 5 15 10 9 7 12 6 12 10 9 10 3 10 3 2 7 7 8 13 11 
6 15 6 10000 7 18 6 3 9 16 6 16 4 14 21 10 12 14 6 7 11 19 15 7 15 9 9 3 3 9 12 5 12 12 14 14 14 8 9 13 3 9 4 11 10 15 4 5 18 17 6 12 9 7 6 17 17 22 21 11 4 2 14 6 6 6 6 22 6 4 3 1 15 7 14 12 8 9 7 9 15 9 5 9 15 16 6 11 8 4 11 11 6 16 18 5 4 5 5 11 11 8 15 4 14 14 18 15 22 7 4 11 16 6 14 8 17 11 13 7 6 11 6 9 8 10 19 7 17 20 5 11 20 10 10 8 17 7 17 14 11 12 8 6 6 7 6 4 8 18 15 
6 13 8 7 10000 16 9 10 3 13 10 20 10 9 19 9 17 8 7 13 5 23 18 13 10 15 14 8 4 10 6 3 9 17 11 10 18 12 6 17 7 10 4 16 4 19 10 10 16 22 4 16 12 13 7 19 17 21 20 15 4 7 13 3 13 2 2 21 12 9 5 6 15 13 9 9 2 9 8 6 15 3 11 7 15 18 12 10 3 5 4 7 12 20 23 10 7 11 11 13 8 7 15 8 16 18 17 17 21 3 4 9 14 13 19 5 20 6 7 13 2 6 5 11 14 16 23 13 19 20 11 12 20 3 5 4 15 3 20 10 7 8 10 12 7 9 2 11 14 20 18 
12 4 14 18 16 10000 13 20 15 4 15 19 21 9 4 9 17 11 13 24 13 19 13 21 8 20 18 17 17 12 11 15 7 17 5 6 16 15 11 16 16 11 17 18 13 16 22 17 1 20 13 16 13 21 13 14 8 7 6 16 15 17 5 14 20 16 15 6 19 17 16 17 8 22 9 8 15 10 12 11 7 13 17 10 7 14 19 8 14 15 14 9 22 16 20 16 15 22 23 12 8 11 6 15 11 17 6 11 7 13 17 8 4 23 19 11 15 11 12 24 17 12 13 11 20 21 19 24 13 7 20 11 8 15 12 13 2 13 15 6 10 9 12 23 12 13 15 20 21 13 14 
4 10 1 6 9 13 10000 8 10 12 2 12 8 12 15 5 9 12 3 12 11 14 10 8 12 8 7 5 7 3 10 6 8 8 9 10 10 4 7 9 4 3 7 8 10 11 9 4 13 14 5 8 4 8 2 11 11 16 16 7 6 5 9 7 7 8 7 17 7 4 5 6 9 9 11 8 9 4 2 6 10 9 4 4 9 11 7 6 8 5 11 8 10 11 14 4 3 9 10 5 8 4 9 3 8 10 12 9 16 6 8 7 10 11 11 5 12 9 12 11 9 11 5 3 8 9 14 12 12 15 8 5 14 11 9 7 11 7 12 10 9 10 2 11 3 1 7 7 9 12 10 
9 17 7 3 10 20 8 10000 12 18 7 15 1 17 22 12 12 17 8 5 14 18 15 5 17 8 8 4 6 10 14 8 14 12 16 16 14 8 12 13 5 10 6 10 13 15 2 5 20 17 9 12 10 5 8 17 18 23 23 11 7 4 16 9 5 8 8 24 5 5 6 4 16 4 16 14 11 11 9 11 17 12 5 11 16 16 4 13 11 6 13 14 3 16 18 5 5 2 3 11 14 10 17 6 14 14 19 16 24 9 6 13 18 4 13 10 17 13 16 4 8 14 8 10 7 8 18 4 18 22 3 12 22 13 13 11 19 10 17 16 14 15 9 4 9 8 9 2 6 18 16 
7 13 10 9 3 15 10 12 10000 12 11 22 12 8 19 10 18 7 8 15 4 24 19 15 9 17 16 10 6 11 5 5 9 18 11 10 19 14 6 18 9 11 6 18 3 20 12 12 15 23 6 18 13 15 9 20 17 21 20 16 6 9 13 4 15 4 4 21 14 11 7 8 16 15 7 8 1 10 10 6 16 2 12 8 15 20 14 10 2 7 2 7 14 21 24 12 9 13 13 14 8 8 15 10 17 20 18 17 21 4 6 9 14 15 21 6 21 5 5 15 4 4 6 12 16 18 24 15 20 20 13 13 20 1 4 4 14 4 21 10 6 7 11 14 8 10 4 13 16 21 19 
10 4 12 16 13 4 12 18 12 10000 13 20 19 5 8 8 18 7 11 23 9 21 14 19 4 19 18 15 15 11 8 12 5 17 3 3 17 15 8 16 14 10 15 18 10 18 20 16 4 21 11 17 13 20 11 16 10 10 9 16 13 15 5 12 19 13 12 10 18 15 13 15 9 21 6 5 11 9 11 8 8 10 16 8 8 15 18 7 11 13 11 6 21 17 21 15 14 20 21 12 5 9 7 14 12 18 9 12 10 11 15 6 5 22 20 9 16 8 9 22 14 9 11 11 19 20 21 22 15 10 19 11 11 12 9 10 4 11 17 3 6 6 11 22 10 11 12 19 20 15 15 
5 11 2 6 10 15 2 7 11 13 10000 11 7 13 16 6 7 14 4 11 12 13 9 7 13 6 5 4 8 4 12 7 9 7 11 11 9 3 9 8 4 4 8 7 11 10 8 3 15 13 6 7 3 7 3 11 11 17 17 5 7 5 10 8 6 9 8 18 5 3 5 6 10 8 13 10 11 5 3 8 10 10 3 6 10 10 5 7 10 5 12 10 9 11 13 2 4 8 9 5 10 6 10 3 8 9 13 9 17 8 8 9 12 9 10 7 11 11 14 10 9 12 6 4 6 8 13 11 11 15 6 5 15 12 11 9 13 8 11 12 11 11 3 10 5 3 8 6 7 12 10 
15 16 12 16 20 19 12 15 22 20 11 10000 15 22 19 14 4 23 14 17 22 4 7 11 21 8 8 13 18 11 21 17 17 4 18 19 3 9 18 4 14 11 18 5 21 3 16 11 19 2 17 5 9 11 13 6 12 17 18 6 17 15 15 18 11 19 18 19 10 12 16 15 12 13 22 18 21 13 12 17 13 20 11 15 13 7 11 14 20 16 22 19 15 4 3 11 14 15 16 9 18 15 14 13 8 3 14 9 18 18 18 17 16 15 2 16 6 20 23 16 20 22 16 10 9 8 4 16 8 16 13 10 15 22 20 19 17 18 5 20 20 20 11 16 14 12 18 13 10 8 6 
9 18 8 4 10 21 8 1 12 19 7 15 10000 17 23 12 12 17 9 4 15 18 16 5 18 7 8 4 6 10 15 9 15 12 17 17 14 8 12 13 5 11 7 10 13 15 1 6 21 17 9 12 10 5 8 17 18 23 24 11 8 5 16 9 5 9 9 25 5 5 6 5 17 4 17 15 12 12 9 12 17 12 5 11 16 16 4 13 11 7 14 14 2 16 18 6 6 2 2 12 14 11 17 6 15 14 19 16 24 10 7 14 18 3 13 11 17 14 16 3 9 15 9 11 7 8 18 4 18 22 2 12 22 13 13 11 19 10 17 17 15 15 9 3 9 9 9 2 5 18 16 
9 8 12 14 9 9 12 17 8 5 13 22 17 10000 13 8 19 2 10 21 5 23 17 19 2 19 18 14 12 12 3 9 6 19 6 5 19 15 6 18 13 11 12 19 6 20 18 15 9 23 9 18 14 19 11 19 14 15 14 17 10 13 8 9 18 10 9 15 18 14 11 13 13 20 1 4 8 9 11 6 12 6 15 8 12 18 18 8 7 11 7 4 19 20 24 15 12 19 19 14 4 8 11 13 15 20 13 15 15 8 12 6 10 20 22 7 19 4 4 20 11 4 9 12 19 20 23 20 18 15 18 13 15 7 5 6 9 8 20 4 3 3 12 20 9 11 9 17 19 18 18 
15 6 15 21 19 4 15 22 19 8 16 19 23 13 10000 11 18 14 15 26 16 18 13 22 11 21 19 19 20 13 15 17 10 17 8 9 16 16 14 16 18 13 20 19 16 16 24 18 4 19 16 16 14 22 15 13 7 3 2 16 18 19 7 17 21 19 18 3 21 18 18 20 8 24 13 11 18 12 14 14 7 17 19 13 7 13 21 10 17 17 18 12 24 15 19 18 18 24 25 13 11 13 6 17 11 16 5 10 3 16 20 11 5 25 19 14 14 14 16 25 20 16 16 13 21 21 18 26 12 4 22 12 5 18 15 16 5 16 14 10 13 12 14 25 15 14 18 22 22 12 13 
4 6 5 10 9 9 5 12 10 8 6 14 12 8 11 10000 11 9 4 16 9 16 10 12 8 12 11 9 9 4 8 7 4 11 5 5 12 8 5 10 8 3 9 12 8 12 13 8 9 16 6 10 6 13 5 12 9 13 12 9 7 8 5 7 12 9 8 13 11 8 7 9 7 14 8 5 9 2 4 4 7 8 9 2 6 11 11 2 8 7 10 5 14 13 16 8 7 13 14 6 4 2 6 7 8 12 9 9 13 6 10 3 7 15 14 4 12 7 10 15 10 9 5 4 12 13 16 16 11 12 12 5 12 10 7 6 7 6 12 6 6 6 4 15 4 4 8 12 13 12 11 
