200
10
1000	500	0	1000	1038.000000	2113.000000
8	7	3	7	9264.000000	3002.000000
7	4	0	5	4715.000000	630.000000
9	9	1	2	7886.000000	8544.000000
10	4	8	8	5524.000000	8426.000000
7	0	6	7	1387.000000	2587.000000
6	5	6	6	912.000000	6593.000000
6	1	6	6	4282.000000	5027.000000
8	5	8	8	7548.000000	350.000000
10	4	10	10	1615.000000	1803.000000
7	4	2	7	4959.000000	9260.000000
9	3	4	8	3250.000000	5563.000000
8	8	3	7	8313.000000	1062.000000
8	7	5	6	7314.000000	2363.000000
9	8	9	9	5152.000000	660.000000
7	3	3	7	3064.000000	1843.000000
10	5	10	10	5571.000000	947.000000
10	4	1	9	7446.000000	3169.000000
9	5	3	4	8705.000000	171.000000
8	8	3	8	5963.000000	8817.000000
6	5	0	0	8427.000000	9377.000000
7	5	1	2	40.000000	4908.000000
9	8	8	9	6891.000000	2902.000000
8	1	7	7	9164.000000	3350.000000
8	5	5	8	4527.000000	6943.000000
8	0	8	8	575.000000	1717.000000
10	10	10	10	465.000000	9624.000000
9	5	1	1	5506.000000	6780.000000
9	5	7	9	5828.000000	9247.000000
10	3	4	7	1049.000000	151.000000
7	0	6	6	1937.000000	6751.000000
7	6	0	2	8186.000000	3472.000000
6	6	2	2	146.000000	1797.000000
6	0	4	5	1439.000000	7332.000000
10	8	7	9	9595.000000	7231.000000
6	0	3	4	9586.000000	7091.000000
8	1	5	5	648.000000	3695.000000
6	4	2	2	5909.000000	8105.000000
10	4	8	9	324.000000	837.000000
10	9	5	6	5907.000000	9052.000000
10	0	5	7	1123.000000	1782.000000
8	4	0	6	4157.000000	7557.000000
7	1	5	7	1825.000000	64.000000
7	6	6	7	782.000000	6816.000000
7	3	0	2	5367.000000	1458.000000
8	2	3	4	1348.000000	2955.000000
9	1	9	9	1265.000000	2443.000000
8	3	5	8	4274.000000	3938.000000
10	4	2	7	5122.000000	4550.000000
7	6	5	6	7655.000000	6159.000000
6	0	6	6	6982.000000	5683.000000
9	4	2	2	6383.000000	4845.000000
9	1	7	9	1470.000000	1081.000000
7	7	0	0	6375.000000	5456.000000
8	7	4	5	4683.000000	6062.000000
7	0	0	7	6357.000000	5849.000000
8	5	5	6	8202.000000	8752.000000
10	9	3	5	8908.000000	4462.000000
6	5	0	2	5634.000000	54.000000
7	0	2	3	2272.000000	8753.000000
6	4	5	6	4810.000000	2245.000000
7	4	4	6	1053.000000	7672.000000
9	1	6	7	6163.000000	1969.000000
10	7	8	9	4061.000000	4941.000000
10	10	0	1	6348.000000	9846.000000
7	1	1	2	8950.000000	968.000000
9	2	9	9	633.000000	1652.000000
9	2	9	9	7877.000000	7828.000000
9	7	1	8	2904.000000	2635.000000
8	1	6	8	2506.000000	6422.000000
9	8	3	7	9137.000000	5846.000000
9	7	6	6	9663.000000	663.000000
7	6	0	7	2126.000000	4189.000000
8	7	0	0	2292.000000	2692.000000
6	6	0	6	4829.000000	3432.000000
10	9	10	10	3235.000000	2706.000000
6	5	5	5	3063.000000	7555.000000
10	2	0	3	7752.000000	790.000000
10	1	8	9	8121.000000	107.000000
9	9	2	7	1405.000000	1390.000000
6	6	0	4	3462.000000	1428.000000
6	1	0	1	2929.000000	8197.000000
6	5	5	6	7722.000000	7341.000000
7	3	1	2	124.000000	2226.000000
8	6	2	2	749.000000	4679.000000
8	2	7	7	7351.000000	7284.000000
6	4	6	6	1966.000000	8003.000000
7	4	1	5	567.000000	4687.000000
10	10	4	5	3048.000000	3068.000000
6	0	1	3	3759.000000	6570.000000
7	7	3	7	2525.000000	3525.000000
8	8	1	3	8061.000000	1998.000000
6	5	0	2	5585.000000	260.000000
10	3	3	7	2716.000000	8391.000000
7	1	3	3	505.000000	7710.000000
7	5	5	7	1939.000000	5229.000000
7	1	3	5	4363.000000	3796.000000
8	3	1	4	884.000000	3873.000000
9	5	6	6	61.000000	1022.000000
7	2	6	6	2019.000000	1262.000000
8	7	1	6	1828.000000	2170.000000
6	3	5	6	3171.000000	2210.000000
6	4	5	6	8861.000000	3660.000000
9	8	0	0	4945.000000	5080.000000
9	6	4	5	9378.000000	5585.000000
7	5	1	4	1971.000000	6592.000000
10	8	7	9	9239.000000	5264.000000
7	6	3	3	8439.000000	1455.000000
8	4	1	4	562.000000	8461.000000
8	4	4	6	905.000000	2726.000000
9	6	2	8	1327.000000	3410.000000
10	6	7	10	7952.000000	4369.000000
6	4	3	5	738.000000	7314.000000
9	7	5	7	3318.000000	4672.000000
7	3	5	5	8581.000000	8757.000000
10	4	9	9	6346.000000	1364.000000
7	1	4	7	8460.000000	2522.000000
6	2	1	4	8682.000000	488.000000
6	3	1	6	2915.000000	1725.000000
9	3	9	9	442.000000	3272.000000
7	2	2	7	3312.000000	3335.000000
8	2	2	3	2039.000000	5613.000000
9	4	6	7	128.000000	8597.000000
9	9	6	9	4422.000000	166.000000
10	2	1	3	9973.000000	8886.000000
6	4	6	6	7552.000000	2882.000000
6	4	0	5	6001.000000	9154.000000
8	6	6	7	6270.000000	8225.000000
7	6	0	2	8064.000000	334.000000
9	8	6	7	2717.000000	4096.000000
6	4	1	5	2671.000000	7147.000000
8	8	1	8	7661.000000	8757.000000
10	2	10	10	5043.000000	77.000000
7	1	0	2	4573.000000	3759.000000
8	3	7	7	1866.000000	4414.000000
8	4	7	8	5832.000000	6664.000000
7	5	5	7	8075.000000	370.000000
10	10	1	6	2763.000000	3312.000000
8	4	5	8	2232.000000	2311.000000
7	5	7	7	3368.000000	4902.000000
8	8	0	8	9582.000000	7960.000000
10	4	7	9	6045.000000	3059.000000
6	3	6	6	4584.000000	196.000000
10	0	5	7	2083.000000	2184.000000
10	8	2	6	1778.000000	7082.000000
9	6	3	4	8015.000000	9060.000000
10	1	10	10	5307.000000	1634.000000
7	3	6	6	8883.000000	4576.000000
9	3	1	8	8710.000000	578.000000
7	4	5	6	5225.000000	4315.000000
8	7	2	3	8091.000000	21.000000
6	0	2	4	9954.000000	1395.000000
7	4	1	7	5148.000000	2142.000000
9	1	7	8	3213.000000	5546.000000
7	6	1	2	8287.000000	213.000000
7	6	0	2	3758.000000	7757.000000
8	5	4	8	3414.000000	9036.000000
7	2	1	6	4516.000000	2577.000000
8	8	4	7	4540.000000	5104.000000
10	9	6	9	7885.000000	1431.000000
10	0	10	10	2171.000000	7000.000000
7	6	2	5	1833.000000	6070.000000
6	5	3	4	5164.000000	5446.000000
10	5	3	10	8531.000000	5288.000000
8	3	5	5	7614.000000	7753.000000
7	1	6	7	6997.000000	8506.000000
6	1	4	6	1373.000000	150.000000
9	2	4	7	4483.000000	7870.000000
